Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-12-24,154.53386545874787,154.75957340756418,154.18059972726164,154.4357452392578,8989200,0.0,0
2019-12-26,154.61234925516843,155.76045898052945,154.45533895768503,155.7015838623047,14520600,0.0,0
2019-12-27,156.4669837056344,156.56511888072833,155.2599989132714,155.9861602783203,18412800,0.0,0
2019-12-30,156.01561768623807,156.04505524784653,153.79788822288464,154.6417999267578,16348400,0.0,0
2019-12-31,153.83713108731337,154.8184229600874,153.52311050082935,154.74972534179688,18369400,0.0,0
2020-01-02,155.80953866346525,157.72305502091967,155.36796026917995,157.6151123046875,22622100,0.0,0
2020-01-03,155.35813601439935,156.9576315803167,155.10299054532214,155.6525115966797,21116200,0.0,0
2020-01-06,154.14135413829382,156.12356823488616,153.58201049301985,156.05487060546875,20813700,0.0,0
2020-01-07,156.33942649528694,156.68286966267146,154.37684277311658,154.63197326660156,21634100,0.0,0
2020-01-08,155.95671428332798,157.79174031587795,154.9950524150708,157.0950164794922,27746500,0.0,0
2020-01-09,158.81227895147248,159.1851746683393,158.01743490095217,159.05760192871094,21385000,0.0,0
2020-01-10,159.77396288506947,160.16647367671862,158.164629708658,158.32164001464844,20725900,0.0,0
2020-01-13,158.73378901853795,160.2547946178885,158.24314301702665,160.22535705566406,21626500,0.0,0
2020-01-14,160.33328521409223,160.539363104276,158.69452951466914,159.09686279296875,23477400,0.0,0
2020-01-15,159.5776914305122,160.87300398613243,159.5286388118849,160.12721252441406,21417900,0.0,0
2020-01-16,161.27533575851498,163.12997691962912,160.96131515162764,163.061279296875,23865400,0.0,0
2020-01-17,164.2878825644129,164.33695015242446,162.33510635882746,163.973876953125,34371700,0.0,0
2020-01-21,163.56174194841302,165.04350243843868,163.3164189505494,163.38511657714844,29517200,0.0,0
2020-01-22,164.2682758129741,164.35660347324207,162.58045236480942,162.60008239746094,24138800,0.0,0
2020-01-23,163.08094480076028,163.67953361118072,162.17815781957907,163.6010284423828,19680800,0.0,0
2020-01-24,164.3762000165433,164.39583004698358,161.37344921219642,161.95240783691406,24918100,0.0,0
2020-01-27,158.1351995811989,160.32349151881937,157.20297517721718,159.2440643310547,32078100,0.0,0
2020-01-28,160.7159848241025,162.65893857712928,160.0192759660609,162.36456298828125,24899900,0.0,0
2020-01-29,164.70004586398517,165.59302517854664,162.5902740510414,164.89630126953125,34754500,0.0,0
2020-01-30,170.7938522843163,170.7938522843163,167.59483121799659,169.547607421875,51597500,0.0,0
2020-01-31,168.98827194096887,169.17470481031285,166.40746964716695,167.04530334472656,36142700,0.0,0
2020-02-03,167.2415908624638,171.23545654911618,167.21215329989175,171.11770629882812,30107000,0.0,0
2020-02-04,173.8260442858992,177.260565890827,173.01157022278863,176.7502899169922,36433300,0.0,0
2020-02-05,180.5871801661219,180.75399802281305,175.07232347160326,176.53443908691406,39186300,0.0,0
2020-02-06,177.58441603499614,180.3811042494796,176.69143671336636,180.1946563720703,27751400,0.0,0
2020-02-07,179.42924624452095,182.1572367770864,179.06615802659363,180.4497833251953,33529100,0.0,0
2020-02-10,180.14555980150573,185.30714954731494,179.82173169388005,185.16976928710938,35844300,0.0,0
2020-02-11,187.08328544658772,187.132353033814,180.06705469966394,180.98947143554688,53159900,0.0,0
2020-02-12,182.10817483217144,182.37312787005058,178.44795979083142,181.25445556640625,47062900,0.0,0
2020-02-13,179.65492887381052,182.7459924731438,179.4488509796359,180.2731475830078,35295800,0.0,0
2020-02-14,179.82177271888312,181.94136719418893,179.23299148463303,181.8824920654297,23149500,0.0,0
2020-02-18,182.13759156427582,184.18848805751318,182.02964885550932,183.72727966308594,27792200,0.0,0
2020-02-19,185.04580213791468,185.16387399264644,183.48129000582423,184.27830505371094,29997500,0.51,0
2020-02-20,183.9536056486784,184.24880032092938,178.19737710379567,181.4641571044922,36862400,0.0,0
2020-02-21,180.23417914332137,180.55889175854492,174.40906574497052,175.7275848388672,48572600,0.0,0
2020-02-24,165.08102763755073,171.75235825306405,160.6137852402637,168.15101623535156,68311100,0.0,0
2020-02-25,171.40796029253767,172.03770192221577,164.96293915200755,165.376220703125,68073300,0.0,0
2020-02-26,166.9899318465307,170.48302121163428,165.5139735184392,167.4425506591797,56206100,0.0,0
2020-02-27,160.7023458435341,164.35287427332378,155.44792291962057,155.64471435546875,93174900,0.0,0
2020-02-28,149.96722035913047,161.08611024170523,149.56378811671726,159.41334533691406,97012700,0.0,0
2020-03-02,162.66043097596236,170.14845951197617,159.70851457565558,170.02053833007812,71030800,0.0,0
2020-03-03,171.01435448295456,172.195118003563,159.6593080077834,161.8732452392578,71677000,0.0,0
2020-03-04,165.7894718136417,167.9640418421585,162.965461552973,167.8164520263672,49814400,0.0,0
2020-03-05,163.38856644575287,168.1313040511535,163.03433589734027,163.60504150390625,47817300,0.0,0
2020-03-06,160.00373227481802,160.49571841243022,153.49967493501532,158.98040771484375,72821100,0.0,0
2020-03-09,148.57981637583586,155.2216293595239,147.59584408195616,148.20590209960938,70419300,0.0,0
2020-03-10,155.62504717943227,158.4490425965748,150.13448048676565,158.34080505371094,65354400,0.0,0
2020-03-11,154.6115508884172,155.172407214336,148.72738653918603,151.1676483154297,56371600,0.0,0
2020-03-12,142.9711848600504,151.01023712423014,136.3588894945598,136.83119201660156,93226400,0.0,0
2020-03-13,145.13590942641153,159.31495340158554,138.474412972823,156.28431701660156,92727400,0.0,0
2020-03-16,137.7561061354598,146.95625208662477,132.83624520205052,133.24951171875,87905900,0.0,0
2020-03-17,137.75610549333035,145.13589685904446,132.83624458285428,144.22080993652344,81059800,0.0,0
2020-03-18,135.78816148320652,143.65993896049386,132.85592857689971,138.14968872070312,81593200,0.0,0
2020-03-19,140.48171964741425,147.74342450373936,136.77214013193918,140.4226837158203,85922700,0.0,0
2020-03-20,143.65995998386913,144.7423355510819,133.68248117185988,135.1486053466797,84866200,0.0,0
2020-03-23,134.81401191166466,138.31696519690388,130.39598679518247,133.80052185058594,78975200,0.0,0
2020-03-24,141.44601884358661,147.2022628335203,139.00577173117267,145.9624481201172,82516700,0.0,0
2020-03-25,146.52332644884,151.85645479166445,142.12496883699035,144.56521606445312,75638200,0.0,0
2020-03-26,146.0214484126987,154.14906727716397,145.99193045189205,153.60787963867188,64568100,0.0,0
2020-03-27,149.31775911580158,152.40743076316429,146.8086273765796,147.3006134033203,57042300,0.0,0
2020-03-30,149.99671369936996,158.02592987287198,147.60565361926373,157.66184997558594,63420300,0.0,0
2020-03-31,156.84518210621277,162.13895800262233,154.05070431541245,155.18228149414062,77927200,0.0,0
2020-04-01,150.54774698879422,155.22161495086462,148.40269479408218,149.67201232910156,57969900,0.0,0
2020-04-02,149.42601549435054,152.98798997279303,147.95005722791652,152.77151489257812,49630700,0.0,0
2020-04-03,152.61412054907325,154.8575763508939,149.75075734977716,151.36447143554688,41243300,0.0,0
2020-04-06,157.75044904325654,163.83139075452388,155.05435948998263,162.62110900878906,67111700,0.0,0
2020-04-07,166.87185063572272,167.275282862511,160.6433044780175,160.86962890625,62769000,0.0,0
2020-04-08,163.014691103275,163.99866341512978,160.87947298825722,162.4833526611328,48318200,0.0,0
2020-04-09,163.6936266863163,164.687433269333,160.7121919230409,162.49317932128906,51385100,0.0,0
2020-04-13,161.715857542674,162.91630497974222,159.6987112745363,162.8572540283203,41905300,0.0,0
2020-04-14,166.29131831108307,170.96518672515197,165.30734601338435,170.91598510742188,52874300,0.0,0
2020-04-15,168.45604366056895,170.78806806762668,166.5274664875752,169.12515258789062,40940800,0.0,0
2020-04-16,171.50634900968996,174.43858181718414,170.1287789890527,174.20242309570312,50479600,0.0,0
2020-04-17,176.62301099640914,177.1149970994632,173.05118708368485,175.73744201660156,52765600,0.0,0
2020-04-20,173.79900916288577,175.8850253583889,172.18529540492182,172.25416564941406,36669600,0.0,0
2020-04-21,170.71918905840676,170.8864625428088,163.44763457458598,165.13023376464844,56203700,0.0,0
